会社コード,予実区分,計上年月,案件ナンバ,案件名,案件明細ナンバ,案件明細名,受注ナンバ,プロジェクトナンバ,第1階層コストセンタコード,第2階層コストセンタコード,コストセンタコード,コストセンタ名,科目コード,科目名,配賦用勘定科目区分,勘定科目区分,コストセンタ区分,原価属性,原価区分,サービスラインコード,プロジェクト区分,他勘定振替区分,コスト区分明細,配賦前フラグ,直課識別区分,発生事由区分,原価計算機能ID,配賦サブグループID,仕掛品コストセンタ区分,発生元識別キー,円貨換算金額（予算レート）,円貨換算金額（実績レート）,通貨,実績外貨金額,為替予実差,開発担当コストセンタコード,営業担当コストセンタコード
0007,2,202101,LAAN-1602-00048,フランスベッド様_HW/SW_ログ管理システム用_2016年度,2,フランスベッド様_HW/SW_ログ管理システム用JP1ライセンス5年保守_20160201-20210131【期間未確定】,LAJC-1602-00180,,AN500B,,AN50M0,事業管理部（ＴＣ）,41100,売上高,,,2,0,,HSM,,,,1,,2,,,,02_LASK05-000426394,683,683,JPY,683,0,,
0007,2,202101,LAAN-1602-00048,フランスベッド様_HW/SW_ログ管理システム用_2016年度,2,フランスベッド様_HW/SW_ログ管理システム用JP1ライセンス5年保守_20160201-20210131【期間未確定】,,,AN500B,,AN50M0,事業管理部（ＴＣ）,42121,社外原価仕入,,3,2,0,,HSM,,,,1,,1,,,,05_LAKGFR-000060002,630,630,JPY,630,0,,
0007,2,202101,LAAN-1602-00167,K-GSUB 経理業務2部分 ESQﾌﾟﾘﾝﾀｰ 1台ﾘﾌﾟﾚｰｽの件(RICOH IPSiO SP,1,G-K-GSUB 経理業務2部分 ESQﾌﾟﾘﾝﾀｰ 1台ﾘﾌﾟﾚｰｽの件(RICOH IPSiO SP6330) ※200632,LAJC-1602-00177,,AN700B,,AN7600,ＩＣＴ営業部,41100,売上高,,,2,0,,HSL,,,,1,,2,,,,02_LASK05-000426392,3042,3042,JPY,3042,0,,
0007,2,202101,LAAN-1602-00167,K-GSUB 経理業務2部分 ESQﾌﾟﾘﾝﾀｰ 1台ﾘﾌﾟﾚｰｽの件(RICOH IPSiO SP,1,G-K-GSUB 経理業務2部分 ESQﾌﾟﾘﾝﾀｰ 1台ﾘﾌﾟﾚｰｽの件(RICOH IPSiO SP6330) ※200632,,LAPJ20110008,AN700B,,AN7600,ＩＣＴ営業部,42122,社外原価その他,,4,2,0,03,HSL,P01,1,101,0,,1,05,015,,01_LAKGHG-000111905,2907,2907,,2907,0,AN7920,
0007,2,202101,LAAN-1602-00168,K-GSUB 経理業務1部分 ESQﾌﾟﾘﾝﾀｰ 1台ﾘﾌﾟﾚｰｽの件(RICOH IPSiO SP,1,G-K-GSUB 経理業務1部分 ESQﾌﾟﾘﾝﾀｰ 1台ﾘﾌﾟﾚｰｽの件(RICOH IPSiO SP6330) ※200630,LAJC-1602-00178,,AN700B,,AN7600,ＩＣＴ営業部,41100,売上高,,,2,0,,HSL,,,,1,,2,,,,02_LASK05-000426393,2770,2770,JPY,2770,0,,
0007,2,202101,LAAN-1602-00168,K-GSUB 経理業務1部分 ESQﾌﾟﾘﾝﾀｰ 1台ﾘﾌﾟﾚｰｽの件(RICOH IPSiO SP,1,G-K-GSUB 経理業務1部分 ESQﾌﾟﾘﾝﾀｰ 1台ﾘﾌﾟﾚｰｽの件(RICOH IPSiO SP6330) ※200630,,LAPJ20110008,AN700B,,AN7600,ＩＣＴ営業部,42122,社外原価その他,,4,2,0,03,HSL,P01,1,101,0,,1,05,015,,01_LAKGHG-000111905,2647,2647,,2647,0,AN7920,
0007,2,202101,LAAN-1602-00275,株式会社パーカーコーポレーション向け　サーバー保守,1,株式会社パーカーコーポレーション向け サーバー保守,LAJC-1602-00338,,AN500B,,AN50M0,事業管理部（ＴＣ）,41100,売上高,,,2,0,,HSM,,,,1,,2,,,,02_LASK05-000426406,1727,1727,JPY,1727,0,,
0007,2,202101,LAAN-1602-00275,株式会社パーカーコーポレーション向け　サーバー保守,1,株式会社パーカーコーポレーション向け サーバー保守,,,AN500B,,AN50M0,事業管理部（ＴＣ）,42121,社外原価仕入,,3,2,0,,HSM,,,,1,,1,,,,05_LAKGFR-000060002,1638,1638,JPY,1638,0,,
0007,2,202101,LAAN-1602-00352,クラシエHD様_TS-2550タイムサーバー機器保守,1,クラシエHD様_TS-2550タイムサーバー機器保守,LAJC-1603-00155,,AN800B,,AN80M0,事業管理部（ＥＩＳ）,41100,売上高,,,2,0,,HSM,,,,1,,2,,,,02_LASK05-000426401,7000,7000,JPY,7000,0,,
0007,2,202101,LAAN-1602-00352,クラシエHD様_TS-2550タイムサーバー機器保守,1,クラシエHD様_TS-2550タイムサーバー機器保守,,,AN800B,,AN80M0,事業管理部（ＥＩＳ）,42121,社外原価仕入,,3,2,0,,HSM,,,,1,,1,,,,05_LAKGFR-000060002,6650,6650,JPY,6650,0,,
0007,2,202101,LAAN-1602-00403,フランスベッド様_HW/SW_SMTPリレーサーバ_JP1ライセンス・5年保守,2,フランスベッド様_HW/SW_SMTPリレーサーバ_JP1ライセンス5年保守_160301-210228【期間未確定】,LAJC-1602-00446,,AN500B,,AN50M0,事業管理部（ＴＣ）,41100,売上高,,,2,0,,HSM,,,,1,,2,,,,02_LASK05-000426400,663,663,JPY,663,0,,
0007,2,202101,LAAN-1602-00403,フランスベッド様_HW/SW_SMTPリレーサーバ_JP1ライセンス・5年保守,2,フランスベッド様_HW/SW_SMTPリレーサーバ_JP1ライセンス5年保守_160301-210228【期間未確定】,,,AN500B,,AN50M0,事業管理部（ＴＣ）,42121,社外原価仕入,,3,2,0,,HSM,,,,1,,1,,,,05_LAKGFR-000060002,630,630,JPY,630,0,,
0007,2,202101,LAAN-1602-00456,日野自動車様向け 制御データ管理サーバ_HW導入,2,【2-1：サーバ5年保守】日野自動車様向け 制御データ管理サーバ_HW導入,LAJC-1602-00539,,AN500B,,AN50M0,事業管理部（ＴＣ）,41100,売上高,,,2,0,,HSM,,,,1,,2,,,,02_LASK05-000426402,5752,5752,JPY,5752,0,,
0007,2,202101,LAAN-1602-00456,日野自動車様向け 制御データ管理サーバ_HW導入,2,【2-1：サーバ5年保守】日野自動車様向け 制御データ管理サーバ_HW導入,,,AN500B,,AN50M0,事業管理部（ＴＣ）,42121,社外原価仕入,,3,2,0,,HSM,,,,1,,1,,,,05_LAKGFR-000060002,5461,5461,JPY,5461,0,,
0007,2,202101,LAAN-1602-00456,日野自動車様向け 制御データ管理サーバ_HW導入,3,【2-2：サーバ5年保守】日野自動車様向け 制御データ管理サーバ_HW導入,LAJC-1602-00539,,AN500B,,AN50M0,事業管理部（ＴＣ）,41100,売上高,,,2,0,,HSM,,,,1,,2,,,,02_LASK05-000426403,259,259,JPY,259,0,,
0007,2,202101,LAAN-1602-00456,日野自動車様向け 制御データ管理サーバ_HW導入,3,【2-2：サーバ5年保守】日野自動車様向け 制御データ管理サーバ_HW導入,,,AN500B,,AN50M0,事業管理部（ＴＣ）,42121,社外原価仕入,,3,2,0,,HSM,,,,1,,1,,,,05_LAKGFR-000060002,246,246,JPY,246,0,,
0007,2,202101,LAAN-1602-00456,日野自動車様向け 制御データ管理サーバ_HW導入,5,【4-ディスク装置5年保守】日野自動車様向け 制御データ管理サーバ_HW導入,LAJC-1602-00539,,AN500B,,AN50M0,事業管理部（ＴＣ）,41100,売上高,,,2,0,,HSM,,,,1,,2,,,,02_LASK05-000426404,5452,5452,JPY,5452,0,,
0007,2,202101,LAAN-1602-00456,日野自動車様向け 制御データ管理サーバ_HW導入,5,【4-ディスク装置5年保守】日野自動車様向け 制御データ管理サーバ_HW導入,,,AN500B,,AN50M0,事業管理部（ＴＣ）,42121,社外原価仕入,,3,2,0,,HSM,,,,1,,1,,,,05_LAKGFR-000060002,5176,5176,JPY,5176,0,,
0007,2,202101,LAAN-1602-00456,日野自動車様向け 制御データ管理サーバ_HW導入,8,【7-ネットワーク機器5年保守】日野自動車様向け 制御データ管理サーバ_HW導入,LAJC-1602-00539,,AN500B,,AN50M0,事業管理部（ＴＣ）,41100,売上高,,,2,0,,HSM,,,,1,,2,,,,02_LASK05-000426405,551,551,JPY,551,0,,
0007,2,202101,LAAN-1602-00456,日野自動車様向け 制御データ管理サーバ_HW導入,8,【7-ネットワーク機器5年保守】日野自動車様向け 制御データ管理サーバ_HW導入,,,AN500B,,AN50M0,事業管理部（ＴＣ）,42121,社外原価仕入,,3,2,0,,HSM,,,,1,,1,,,,05_LAKGFR-000060002,523,523,JPY,523,0,,
0007,2,202101,LAAN-1603-00148,京王電鉄様向け_人事用HW及びSW,3,京王電鉄様向け_人事用HW及びSW(初年度保守費用),LAJC-1603-00634,,AN500B,,AN50M0,事業管理部（ＴＣ）,41100,売上高,,,2,0,,HSM,,,,1,,2,,,,02_LASK05-000426414,24317,24317,JPY,24317,0,,
0007,2,202101,LAAN-1603-00148,京王電鉄様向け_人事用HW及びSW,3,京王電鉄様向け_人事用HW及びSW(初年度保守費用),,,AN500B,,AN50M0,事業管理部（ＴＣ）,42121,社外原価仕入,,3,2,0,,HSM,,,,1,,1,,,,05_LAKGFR-000060002,20589,20589,JPY,20589,0,,
0007,2,202101,LAAN-1603-00233,K-GSUB 本社 ESQ PC 2台導入の件(HP ProDesk 600 G1 SF/CT),1,G-K-GSUB 本社 ESQ PC 2台導入の件(HP ProDesk 600 G1 SF/CT),LAJC-1603-00229,,AN700B,,AN7600,ＩＣＴ営業部,41100,売上高,,,2,0,,HSL,,,,1,,2,,,,02_LASK05-000426397,3556,3556,JPY,3556,0,,
0007,2,202101,LAAN-1603-00233,K-GSUB 本社 ESQ PC 2台導入の件(HP ProDesk 600 G1 SF/CT),1,G-K-GSUB 本社 ESQ PC 2台導入の件(HP ProDesk 600 G1 SF/CT),,LAPJ20110008,AN700B,,AN7600,ＩＣＴ営業部,42122,社外原価その他,,4,2,0,03,HSL,P01,1,101,0,,1,05,015,,01_LAKGHG-000111905,3398,3398,,3398,0,AN7920,
0007,2,202101,LAAN-1603-00235,K-GSUB 広島支社 ESQ PC 1台導入の件(HP ProDesk 600 G1 SF/CT),1,G-K-GSUB 広島支社 ESQ PC 1台導入の件(HP ProDesk 600 G1 SF/CT),LAJC-1603-00231,,AN700B,,AN7600,ＩＣＴ営業部,41100,売上高,,,2,0,,HSL,,,,1,,2,,,,02_LASK05-000426398,1778,1778,JPY,1778,0,,
0007,2,202101,LAAN-1603-00235,K-GSUB 広島支社 ESQ PC 1台導入の件(HP ProDesk 600 G1 SF/CT),1,G-K-GSUB 広島支社 ESQ PC 1台導入の件(HP ProDesk 600 G1 SF/CT),,LAPJ20110008,AN700B,,AN7600,ＩＣＴ営業部,42122,社外原価その他,,4,2,0,03,HSL,P01,1,101,0,,1,05,015,,01_LAKGHG-000111905,1699,1699,,1699,0,AN7920,
0007,2,202101,LAAN-1603-00236,K-GSUB ESQ PC 4台導入の件(HP ProDesk 600 G2 SF/CT),1,G-K-GSUB ESQ PC 4台導入の件(HP ProDesk 600 G2 SF/CT),LAJC-1603-00235,,AN700B,,AN7600,ＩＣＴ営業部,41100,売上高,,,2,0,,HSL,,,,1,,2,,,,02_LASK05-000426399,7112,7112,JPY,7112,0,,
0007,2,202101,LAAN-1603-00236,K-GSUB ESQ PC 4台導入の件(HP ProDesk 600 G2 SF/CT),1,G-K-GSUB ESQ PC 4台導入の件(HP ProDesk 600 G2 SF/CT),,LAPJ20110008,AN700B,,AN7600,ＩＣＴ営業部,42122,社外原価その他,,4,2,0,03,HSL,P01,1,101,0,,1,05,015,,01_LAKGHG-000111905,6797,6797,,6797,0,AN7920,
0007,2,202101,LAAN-1603-00273,伯東様向け_HW一式_201604,4,【2-2：ウイルスバスター更新4年分】伯東様向け_HW一式_201604,LAJC-1603-00805,,AN500B,,AN50M0,事業管理部（ＴＣ）,41100,売上高,,,2,0,,HSL,,,,1,,2,,,,02_LASK05-000426413,1042,1042,JPY,1042,0,,
0007,2,202101,LAAN-1603-00273,伯東様向け_HW一式_201604,4,【2-2：ウイルスバスター更新4年分】伯東様向け_HW一式_201604,,,AN500B,,AN50M0,事業管理部（ＴＣ）,42121,社外原価仕入,,3,2,0,,HSL,,,,1,,1,,,,05_LAKGFR-000060002,905,905,JPY,905,0,,
0007,2,202101,LAAN-1603-00464,ジェイ・バス様向け_HWSW一式,4,ジェイ・バス様向け_HW保守一式,LAJC-1603-00498,,AN500B,,AN50M0,事業管理部（ＴＣ）,41100,売上高,,,2,0,,HSM,,,,1,,2,,,,02_LASK05-000426412,2430,2430,JPY,2430,0,,
0007,2,202101,LAAN-1603-00464,ジェイ・バス様向け_HWSW一式,4,ジェイ・バス様向け_HW保守一式,,,AN500B,,AN50M0,事業管理部（ＴＣ）,42121,社外原価仕入,,3,2,0,,HSM,,,,1,,1,,,,05_LAKGFR-000060002,2187,2187,JPY,2187,0,,
0007,2,202101,LAAN-1604-00081,K-GSUB 本社 ESQ PC 7台導入の件(HP ProDesk 600 G2 SF/CT),1,G-K-GSUB 本社 ESQ PC 7台導入の件(HP ProDesk 600 G2 SF/CT),LAJC-1604-00171,,AN700B,,AN7600,ＩＣＴ営業部,41100,売上高,,,2,0,,HSL,,,,1,,2,,,,02_LASK05-000426407,12445,12445,JPY,12445,0,,
0007,2,202101,LAAN-1604-00081,K-GSUB 本社 ESQ PC 7台導入の件(HP ProDesk 600 G2 SF/CT),1,G-K-GSUB 本社 ESQ PC 7台導入の件(HP ProDesk 600 G2 SF/CT),,LAPJ20110008,AN700B,,AN7600,ＩＣＴ営業部,42122,社外原価その他,,4,2,0,03,HSL,P01,1,101,0,,1,05,015,,01_LAKGHG-000111905,11893,11893,,11893,0,AN7920,
0007,2,202101,LAAN-1604-00086,K-GSUB 本社 ESQ PC 5台導入の件(HP ProDesk 600 G1 SF/CT),1,G-K-GSUB 本社 ESQ PC 5台導入の件(HP ProDesk 600 G1 SF/CT),LAJC-1604-00172,,AN700B,,AN7600,ＩＣＴ営業部,41100,売上高,,,2,0,,HSL,,,,1,,2,,,,02_LASK05-000426408,8889,8889,JPY,8889,0,,
0007,2,202101,LAAN-1604-00086,K-GSUB 本社 ESQ PC 5台導入の件(HP ProDesk 600 G1 SF/CT),1,G-K-GSUB 本社 ESQ PC 5台導入の件(HP ProDesk 600 G1 SF/CT),,LAPJ20110008,AN700B,,AN7600,ＩＣＴ営業部,42122,社外原価その他,,4,2,0,03,HSL,P01,1,101,0,,1,05,015,,01_LAKGHG-000111905,8495,8495,,8495,0,AN7920,
0007,2,202101,LAAN-1604-00088,K-GSUB 本社 ESQ PC 5台導入の件(HP ProDesk 600 G1 SF/CT),1,G-K-GSUB 本社 ESQ PC 5台導入の件(HP ProDesk 600 G1 SF/CT),LAJC-1604-00175,,AN700B,,AN7600,ＩＣＴ営業部,41100,売上高,,,2,0,,HSL,,,,1,,2,,,,02_LASK05-000426409,8889,8889,JPY,8889,0,,
0007,2,202101,LAAN-1604-00088,K-GSUB 本社 ESQ PC 5台導入の件(HP ProDesk 600 G1 SF/CT),1,G-K-GSUB 本社 ESQ PC 5台導入の件(HP ProDesk 600 G1 SF/CT),,LAPJ20110008,AN700B,,AN7600,ＩＣＴ営業部,42122,社外原価その他,,4,2,0,03,HSL,P01,1,101,0,,1,05,015,,01_LAKGHG-000111905,8495,8495,,8495,0,AN7920,
0007,2,202101,LAAN-1604-00094,K-GSUB 非ESQﾉｰﾄPC 2台導入の件(HP ProBook 450 G3/CT),1,G-K-GSUB 非ESQﾉｰﾄPC 2台導入の件(HP ProBook 450 G3/CT),LAJC-1604-00183,,AN700B,,AN7600,ＩＣＴ営業部,41100,売上高,,,2,0,,HSL,,,,1,,2,,,,02_LASK05-000426410,7228,7228,JPY,7228,0,,
0007,2,202101,LAAN-1604-00094,K-GSUB 非ESQﾉｰﾄPC 2台導入の件(HP ProBook 450 G3/CT),1,G-K-GSUB 非ESQﾉｰﾄPC 2台導入の件(HP ProBook 450 G3/CT),,LAPJ20110008,AN700B,,AN7600,ＩＣＴ営業部,42122,社外原価その他,,4,2,0,03,HSL,P01,1,101,0,,1,05,015,,01_LAKGHG-000111905,6908,6908,,6908,0,AN7920,
0007,2,202101,LAAN-1604-00101,K-GSUB 本社 ESQ PC 1台導入の件(HP ProDesk 600 G1 SF/CT),1,G-K-GSUB 本社 ESQ PC 1台導入の件(HP ProDesk 600 G1 SF/CT),LAJC-1604-00191,,AN700B,,AN7600,ＩＣＴ営業部,41100,売上高,,,2,0,,HSL,,,,1,,2,,,,02_LASK05-000426411,1778,1778,JPY,1778,0,,
0007,2,202101,LAAN-1604-00101,K-GSUB 本社 ESQ PC 1台導入の件(HP ProDesk 600 G1 SF/CT),1,G-K-GSUB 本社 ESQ PC 1台導入の件(HP ProDesk 600 G1 SF/CT),,LAPJ20110008,AN700B,,AN7600,ＩＣＴ営業部,42122,社外原価その他,,4,2,0,03,HSL,P01,1,101,0,,1,05,015,,01_LAKGHG-000111905,1699,1699,,1699,0,AN7920,
0007,2,202101,LAAN-1605-00078,【地方公務員安全衛生推進協会】（研修）ノートPC+保守,1,【地方公務員安全衛生推進協会】（研修）機器保守,LAJC-1605-00096,,AN500B,,AN50M0,事業管理部（ＴＣ）,41100,売上高,,,2,0,,HSM,,,,1,,2,,,,02_LASK05-000426415,500,500,JPY,500,0,,
0007,2,202101,LAAN-1605-00078,【地方公務員安全衛生推進協会】（研修）ノートPC+保守,1,【地方公務員安全衛生推進協会】（研修）機器保守,,,AN500B,,AN50M0,事業管理部（ＴＣ）,42121,社外原価仕入,,3,2,0,,HSM,,,,1,,1,,,,05_LAKGFR-000060002,465,465,JPY,465,0,,
0007,2,202101,LAAN-1606-00018,兆豐国際商業銀行様プリンタ+保守,2,兆豐国際商業銀行様プリンタ5年保守,LAJC-1606-00036,,AN500B,,AN50M0,事業管理部（ＴＣ）,41100,売上高,,,2,0,,HSM,,,,1,,2,,,,02_LASK05-000426421,1500,1500,JPY,1500,0,,
0007,2,202101,LAAN-1606-00018,兆豐国際商業銀行様プリンタ+保守,2,兆豐国際商業銀行様プリンタ5年保守,,,AN500B,,AN50M0,事業管理部（ＴＣ）,42121,社外原価仕入,,3,2,0,,HSM,,,,1,,1,,,,05_LAKGFR-000060002,1167,1167,JPY,1167,0,,
0007,2,202101,LAAN-1606-00055,三恵工業サーバ及び作業一式,2,サーバ保守,LAJC-1606-00097,,AN500B,,AN50M0,事業管理部（ＴＣ）,41100,売上高,,,2,0,,HSM,,,,1,,2,,,,02_LASK05-000426423,1296,1296,JPY,1296,0,,
0007,2,202101,LAAN-1606-00055,三恵工業サーバ及び作業一式,2,サーバ保守,,,AN500B,,AN50M0,事業管理部（ＴＣ）,42121,社外原価仕入,,3,2,0,,HSM,,,,1,,1,,,,05_LAKGFR-000060002,1167,1167,JPY,1167,0,,
0007,2,202101,LAAN-1606-00149,ｷｯｺｰﾏﾝﾋﾞｼﾞﾈｽｻｰﾋﾞｽ様向け_HWSW一式,12,【4-ｱｾﾝﾃｯｸ】ｷｯｺｰﾏﾝﾋﾞｼﾞﾈｽｻｰﾋﾞｽ様向け_HWSW一式,LAJC-1606-00134,,AN500B,,AN50M0,事業管理部（ＴＣ）,41100,売上高,,,2,0,,HSL,,,,1,,2,,,,02_LASK05-000426422,38122,38122,JPY,38122,0,,
0007,2,202101,LAAN-1606-00149,ｷｯｺｰﾏﾝﾋﾞｼﾞﾈｽｻｰﾋﾞｽ様向け_HWSW一式,12,【4-ｱｾﾝﾃｯｸ】ｷｯｺｰﾏﾝﾋﾞｼﾞﾈｽｻｰﾋﾞｽ様向け_HWSW一式,,,AN500B,,AN50M0,事業管理部（ＴＣ）,42121,社外原価仕入,,3,2,0,,HSL,,,,1,,1,,,,05_LAKGFR-000060002,33990,33990,JPY,33990,0,,
0007,2,202101,LAAN-1606-00150,ｷｯｺｰﾏﾝﾋﾞｼﾞﾈｽｻｰﾋﾞｽ様向け_HWSW保守,9,ｷｯｺｰﾏﾝﾋﾞｼﾞﾈｽｻｰﾋﾞｽ様向け_HWSW保守(富士通),LAJC-1606-00133,,AN500B,,AN50M0,事業管理部（ＴＣ）,41100,売上高,,,2,0,,HSM,,,,1,,2,,,,02_LASK05-000426424,10497,10497,JPY,10497,0,,
0007,2,202101,LAAN-1606-00150,ｷｯｺｰﾏﾝﾋﾞｼﾞﾈｽｻｰﾋﾞｽ様向け_HWSW保守,9,ｷｯｺｰﾏﾝﾋﾞｼﾞﾈｽｻｰﾋﾞｽ様向け_HWSW保守(富士通),,,AN500B,,AN50M0,事業管理部（ＴＣ）,42121,社外原価仕入,,3,2,0,,HSM,,,,1,,1,,,,05_LAKGFR-000060002,8886,8886,JPY,8886,0,,
0007,2,202101,LAAN-1606-00204,K-GSUB 本社 ESQ PC 1台導入の件(HP ProDesk 600 G1 SF/CT),1,G-K-GSUB 本社 ESQ PC 1台導入の件(HP ProDesk 600 G1 SF/CT),LAJC-1606-00212,,AN700B,,AN7600,ＩＣＴ営業部,41100,売上高,,,2,0,,HSL,,,,1,,2,,,,02_LASK05-000426416,1778,1778,JPY,1778,0,,
0007,2,202101,LAAN-1606-00204,K-GSUB 本社 ESQ PC 1台導入の件(HP ProDesk 600 G1 SF/CT),1,G-K-GSUB 本社 ESQ PC 1台導入の件(HP ProDesk 600 G1 SF/CT),,LAPJ20110008,AN700B,,AN7600,ＩＣＴ営業部,42122,社外原価その他,,4,2,0,03,HSL,P01,1,101,0,,1,05,015,,01_LAKGHG-000111905,1699,1699,,1699,0,AN7920,
0007,2,202101,LAAN-1606-00208,K-GSUB 本社 ESQ PC 10台導入の件（HP ProDesk 600 G1 SF/CT）,1,G-K-GSUB 本社 ESQ PC 10台導入の件（HP ProDesk 600 G1 SF/CT）,LAJC-1606-00217,,AN700B,,AN7600,ＩＣＴ営業部,41100,売上高,,,2,0,,HSL,,,,1,,2,,,,02_LASK05-000426417,17779,17779,JPY,17779,0,,
0007,2,202101,LAAN-1606-00208,K-GSUB 本社 ESQ PC 10台導入の件（HP ProDesk 600 G1 SF/CT）,1,G-K-GSUB 本社 ESQ PC 10台導入の件（HP ProDesk 600 G1 SF/CT）,,LAPJ20110008,AN700B,,AN7600,ＩＣＴ営業部,42122,社外原価その他,,4,2,0,03,HSL,P01,1,101,0,,1,05,015,,01_LAKGHG-000111905,16991,16991,,16991,0,AN7920,
0007,2,202101,LAAN-1606-00215,K-GSUB 本社 非ESQ PC 1台ﾘﾌﾟﾚｰｽの件(HP ProDesk 600 G1 SF/,1,G-K-GSUB 本社 非ESQ PC 1台ﾘﾌﾟﾚｰｽの件(HP ProDesk 600 G1 SF/CT),LAJC-1606-00223,,AN700B,,AN7600,ＩＣＴ営業部,41100,売上高,,,2,0,,HSL,,,,1,,2,,,,02_LASK05-000426418,2165,2165,JPY,2165,0,,
0007,2,202101,LAAN-1606-00215,K-GSUB 本社 非ESQ PC 1台ﾘﾌﾟﾚｰｽの件(HP ProDesk 600 G1 SF/,1,G-K-GSUB 本社 非ESQ PC 1台ﾘﾌﾟﾚｰｽの件(HP ProDesk 600 G1 SF/CT),,LAPJ20110008,AN700B,,AN7600,ＩＣＴ営業部,42122,社外原価その他,,4,2,0,03,HSL,P01,1,101,0,,1,05,015,,01_LAKGHG-000111905,2069,2069,,2069,0,AN7920,
