確度,営業担当,技術担当,営業/技術,旧部門,部門,案件名,内外,BIZ,ソリューション識別,サービスライン名,"汎用識別
AOコード",汎用識別名,請求先,ヒト・モノ,売上1月,外注費1月,仕入1月,原価経費1月,社内人件費1月,売上総利益1月,率1月,売上2月,外注費2月,仕入2月,原価経費2月,社内人件費2月,売上総利益2月,率2月,売上3月,外注費3月,仕入3月,原価経費3月,社内人件費3月,売上総利益3月,率3月,売上4月,外注費4月,仕入4月,原価経費4月,社内人件費4月,売上総利益4月,率4月,売上5月,外注費5月,仕入5月,原価経費5月,社内人件費5月,売上総利益5月,率5月,売上6月,外注費6月,仕入6月,原価経費6月,社内人件費6月,売上総利益6月,率6月,売上7月,外注費7月,仕入7月,原価経費7月,社内人件費7月,売上総利益7月,率7月,売上8月,外注費8月,仕入8月,原価経費8月,社内人件費8月,売上総利益8月,率8月,売上9月,外注費9月,仕入9月,原価経費9月,社内人件費9月,売上総利益9月,率9月,売上10月,外注費10月,仕入10月,原価経費10月,社内人件費10月,売上総利益10月,率10月,売上11月,外注費11月,仕入11月,原価経費11月,社内人件費11月,売上総利益11月,率11月,売上12月,外注費12月,仕入12月,原価経費12月,社内人件費12月,売上総利益12月,率12月
A0,安井,坂井,営業,TC,SOL,東日本計上予定案件　★集約リスト参照,,,,,,,,,177392,0,78078,0,0,99314,0.56,4175,0,75440,0,0,-71265,-17.069,81575,0,75440,0,0,6135,0.075,81575,0,75440,0,0,6135,0.075,81575,0,75440,0,0,6135,0.075,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0
A0,坂井,坂井,営業,TC,SOL,月次1月分調整用,,,,,,,,,660,-11000,30204,-3591,0,-14953,-22.656,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0
A0,八木,二宮,営業,TC,SOL,ジェイテクト ASFALISサーバーリプレイス（モノ）,内,製造,インフラ／モノ／新規,6a 情報機器･その他ソフト販売,999,指定なし,ISID,モノ,0,0,0,0,0,0,0,1167300,0,1035450,0,0,131850,0.113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0
A0,八木,二宮,営業,TC,SOL,ジェイテクト ASFALISサーバーリプレイス（モノ保守）（107000円/5年）,内,製造,インフラ／モノ／新規,6b 情報機器･その他ソフト保守 ,999,指定なし,ISID,モノ,0,0,0,0,0,0,0,764,,687,,,77,0.101,1783,0,1603,0,0,180,0.101,1783,0,1603,0,0,180,0.101,1783,0,1603,0,0,180,0.101,1783,,1603,,,180,0.101,1783,,1603,,,180,0.101,1783,,1603,,,180,0.101,1783,,1603,,,180,0.101,1783,,1603,,,180,0.101,1783,,1603,,,180,0.101,1783,,1603,,,180,0.101
A0,八木,二宮,営業,TC,SOL,ジェイテクト ASFALISサーバーリプレイス（ヒト）,内,製造,インフラ／ヒト／新規,2a 個別案件型システム開発,201,インフラサービス,ISID,ヒト,0,0,0,0,0,0,0,120000,,,,80731,39269,0.327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0
A0,八木,二宮,営業,TC,SOL,アイシン精機 Systrack更新（232200円/年）,内,製造,インフラ／モノ／新規,6b 情報機器･その他ソフト保守,999,指定なし,ISID,モノ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19350,0,12900,0,0,6450,0.333,19350,,12900,,,6450,0.333,19350,0,12900,0,0,6450,0.333,19350,,12900,,,6450,0.333,19350,,12900,,,6450,0.333,19350,,12900,,,6450,0.333,19350,,12900,,,6450,0.333,19350,,12900,,,6450,0.333,19350,,12900,,,6450,0.333,19350,,12900,,,6450,0.333
A1,八木,藤川,営業,TC,SOL,和多田印刷 基幹インフラ刷新プロジェクト（モノ）,外,CIT,インフラ／モノ／新規,6a 情報機器･その他ソフト販売,999,指定なし,和多田印刷,モノ,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,0,0,0,0,0,0,0,,,,,,0,0,,,,,,0,0,6278860,,3578902,,,2699958,0.43,684793,,616044,,,68749,0.1,31793,,28447,,,3346,0.105,31793,,28447,,,3346,0.105,31793,,28447,,,3346,0.105
A0,根来,二宮,営業,TC,SOL,豊田自動織機 モニター＆デスクトップPC（2月）　★集約リスト参照,内,製造,インフラ／モノ／新規,6a 情報機器･その他ソフト販売,999,指定なし,ISID,モノ,0,0,0,0,0,0,0,1981900,,1728610,,,253290,0.128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0
A0,根来,二禮木,営業,TC,SOL,関西ペイント　JOBサーバーAWS利用料　☆気合未減額,内,製造,インフラ／モノ／新規,2b 個別案件型システム開発保守サービス,201,インフラサービス,ISID,モノ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310000,0,0,270415,0,39585,0.128,0,0,0,0,0,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0
A0,根来,二禮木,営業,TC,SOL,関西ペイント　BPR検証環境AWS利用料　☆気合未減額,内,製造,インフラ／モノ／新規,2b 個別案件型システム開発保守サービス,201,インフラサービス,ISID,モノ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,539000,0,0,470177,0,68823,0.128,0,0,0,0,0,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0
A0,根来,二禮木,営業,TC,SOL,関西ペイント　BPR検証環境運用保守　☆気合未減額,内,製造,インフラ／ヒト／新規,2b 個別案件型システム開発保守サービス,201,インフラサービス,ISID,ヒト,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1040000,419933,0,0,113351,506716,0.487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0
A0,根来,二禮木,営業,TC,SOL,関西ペイント　BPR検証環境運用保守【RD&L導入_インフラ領域】,内,製造,インフラ／ヒト／新規,2a 個別案件型システム開発,201,インフラサービス,ISID,ヒト,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11830000,5373179,0,0,3981668,2475153,0.209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0
A0,根来,二宮,営業,TC,SOL,ダイフク Teamcenter Oracle保守　★集約リスト参照,内,製造,インフラ／モノ／継続,6b 情報機器･その他ソフト保守,999,指定なし,ISID,モノ,6667,0,5568,0,0,1099,0.165,6663,0,5569,0,0,1094,0.165,6917,0,5791,0,0,1126,0.163,6917,0,5791,0,0,1126,0.163,6917,0,5791,0,0,1126,0.163,0,,0,,,0,0,0,,0,,,0,0,0,,0,,,0,0,0,,0,,,0,0,0,,0,,,0,0,0,,0,,,0,0,0,,0,,,0,0
A1,根来,西井,営業,TC,SOL,広島アルミ ハードウェア費用,内,製造,インフラ／モノ／新規,6a 情報機器･その他ソフト販売,999,指定なし,ISID,モノ,,,,,,0,0,,,,,,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3592200,,2459870,,,1132330,0.315,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0
A1,根来,西井,営業,TC,SOL,広島アルミ サーバー構築費用,内,製造,インフラ／ヒト／新規,2a 個別案件型システム開発,201,インフラサービス,ISID,ヒト,,,,,,0,0,,,,,,0,0.81,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660000,287000,,,234481,138519,0.21,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0
A0,根来,二宮,営業,TC,SOL,ダイハツ工業様 CAD on VDI サーバ保守(1号機)2021/10/31迄(1年),内,製造,インフラ／モノ／継続,6b 情報機器･その他ｿﾌﾄ保守,204,VDI,ISID,モノ,9167,0,7558,0,0,1609,0.176,9167,0,7558,0,0,1609,0.176,9167,0,7558,0,0,1609,0.176,9167,0,7558,0,0,1609,0.176,9167,0,7558,0,0,1609,0.176,9167,0,7558,0,0,1609,0.176,9167,0,7558,0,0,1609,0.176,9167,0,7558,0,0,1609,0.176,9167,0,7558,0,0,1609,0.176,9167,0,7558,0,0,1609,0.176,,,,,,0,0,,,,,,0,0
A0,根来,二宮,営業,TC,SOL,ダイハツ工業様 CAD on VDIサーバ保守(2号機)2021/9/30迄(1年),内,製造,インフラ／モノ／継続,6b 情報機器･その他ｿﾌﾄ保守,204,VDI,ISID,モノ,9250,0,7558,0,0,1692,0.183,9250,0,7558,0,0,1692,0.183,9250,0,7558,0,0,1692,0.183,9250,0,7558,0,0,1692,0.183,9250,0,7558,0,0,1692,0.183,9250,0,7558,0,0,1692,0.183,9250,0,7558,0,0,1692,0.183,9250,0,7558,0,0,1692,0.183,9250,0,7558,0,0,1692,0.183,,,,,,0,0,,,,,,0,0,,,,,,0,0
A0,根来,二宮,営業,TC,SOL,ダイハツ工業様_CAD on VDI_インシデント保守2021/10/31迄(1年),内,製造,インフラ／ヒト／継続,2b 個別案件型ｼｽﾃﾑ開発保守ｻｰﾋﾞｽ,204,VDI,ISID,ヒト,18750,732,0,1769,12156,4093,0.218,18750,777,0,1773,9000,7200,0.218,18750,524,0,2338,6053,9835,0.525,18750,757,0,1761,26614,-10382,-0.554,18750,769,0,1780,13672,2529,0.135,18750,732,0,1769,12156,4093,0.218,18750,732,0,1769,12156,4093,0.218,18750,732,0,1769,12156,4093,0.218,18750,732,0,1769,12156,4093,0.218,18750,732,0,1769,12156,4093,0.218,,,,,,0,0,,,,,,0,0
A0,根来,二宮,営業,TC,SOL,ダイハツ工業様向け Citrixライセンス更新（4VM）,内,製造,インフラ／モノ／継続,6b 情報機器･その他ｿﾌﾄ保守,204,VDI,ISID,モノ,5000,0,4425,0,0,575,0.115,5660,0,20038,0,0,-14378,-2.54,5661,0,20037,0,0,-14376,-2.539,5000,0,0,0,0,5000,1,5000,0,0,0,0,5000,1,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0
A0,根来,二宮,営業,TC,SOL,ダイハツ工業様向け NVIDIAライセンス更新（4VM）2020/12/16-2022/3/31,内,製造,インフラ／モノ／継続,6a 情報機器･その他ｿﾌﾄ販売,204,VDI,ISID,モノ,11747,0,8810,0,0,2937,0.25,11747,0,8810,0,0,2937,0.25,11747,0,8810,0,0,2937,0.25,11747,0,8810,0,0,2937,0.25,11747,0,8810,0,0,2937,0.25,11747,0,8810,0,0,2937,0.25,11747,0,8810,0,0,2937,0.25,11747,0,8810,0,0,2937,0.25,11747,0,8810,0,0,2937,0.25,11747,0,8810,0,0,2937,0.25,11747,0,8810,0,0,2937,0.25,11747,0,8810,0,0,2937,0.25
A0,根来,二宮,営業,TC,SOL,ダイハツ様向け CAD on VDI サーバ保守更新2021/3/31迄(1年),内,製造,インフラ／モノ／継続,6b 情報機器･その他ｿﾌﾄ保守,204,VDI,ISID,モノ,9667,0,6573,0,0,3094,0.32,9667,0,6573,0,0,3094,0.32,9663,0,6578,0,0,3085,0.319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0
A0,根来,二宮,営業,TC,SOL,ダイハツ様向け CAD on VDI サーバ保守更新 4号機2021/7/31迄(1年),内,製造,インフラ／モノ／継続,6b 情報機器･その他ｿﾌﾄ保守,204,VDI,ISID,モノ,22333,0,18301,0,0,4032,0.181,22333,0,18301,0,0,4032,0.181,22333,0,18301,0,0,4032,0.181,22333,0,18301,0,0,4032,0.181,22333,0,18301,0,0,4032,0.181,22333,0,18301,0,0,4032,0.181,22333,0,18301,0,0,4032,0.181,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0
A0,根来,二宮,営業,TC,SOL,ダイハツ様向け CAD on VDI ストレージ保守更新2021/3/31迄(1年),内,製造,インフラ／モノ／継続,6b 情報機器･その他ｿﾌﾄ保守,204,VDI,ISID,モノ,74167,0,66700,0,0,7467,0.101,74167,0,66700,0,0,7467,0.101,74163,0,66700,0,0,7463,0.101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0
A0,根来,二宮,営業,TC,SOL,ダイハツ様向け CAD on VDI ソフト保守更新 1-4号機2021/3/31迄(1年),内,製造,インフラ／モノ／継続,6b 情報機器･その他ｿﾌﾄ保守,204,VDI,ISID,モノ,80000,0,73600,0,0,6400,0.08,80000,0,73600,0,0,6400,0.08,80000,0,73600,0,0,6400,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0
A0,根来,二宮,営業,TC,SOL,ダイハツ様向け_CAD on VDIソフト費用(NVIDIA) 2021/09/30迄(1年),内,製造,インフラ／モノ／継続,6a 情報機器･その他ｿﾌﾄ販売,204,VDI,ISID,モノ,45667,0,30001,0,0,15666,0.343,45667,0,30001,0,0,15666,0.343,45667,0,30001,0,0,15666,0.343,45667,0,30001,0,0,15666,0.343,45667,0,30001,0,0,15666,0.343,45667,0,30001,0,0,15666,0.343,45667,0,30001,0,0,15666,0.343,45667,0,30001,0,0,15666,0.343,45667,0,30001,0,0,15666,0.343,,,,,,0,0,,,,,,0,0,,,,,,0,0
A0,根来,二宮,営業,TC,SOL,ダイハツ様向け_CAD on VDIソフト費用(NVIDIA) 2020/7/1-2022/3/31,内,製造,インフラ／モノ／継続,6a 情報機器･その他ｿﾌﾄ販売,204,VDI,ISID,モノ,43703,0,32777,0,0,10926,0.25,43703,0,32777,0,0,10926,0.25,43703,0,32777,0,0,10926,0.25,43703,0,32777,0,0,10926,0.25,43703,0,32777,0,0,10926,0.25,43703,0,32777,0,0,10926,0.25,43703,0,32777,0,0,10926,0.25,43703,0,32777,0,0,10926,0.25,43703,0,32777,0,0,10926,0.25,43703,0,32777,0,0,10926,0.25,43703,0,32777,0,0,10926,0.25,43703,0,32777,0,0,10926,0.25
A0,根来,二宮,営業,TC,SOL,ダイハツ様向け_CAD on VDI ソフト保守費用(Citrix) 2021/9/30迄(1年),内,製造,インフラ／モノ／継続,6b 情報機器･その他ｿﾌﾄ保守,204,VDI,ISID,モノ,20083,0,16267,0,0,3816,0.19,20083,0,16267,0,0,3816,0.19,20083,0,16267,0,0,3816,0.19,20083,0,16267,0,0,3816,0.19,20083,0,16267,0,0,3816,0.19,20083,0,16267,0,0,3816,0.19,20083,0,16267,0,0,3816,0.19,20083,0,16267,0,0,3816,0.19,20083,0,16267,0,0,3816,0.19,,,,,,0,0,,,,,,0,0,,,,,,0,0
A0,根来,二宮,営業,TC,SOL,外部LANセキュリティ対応　SRX300用 5年分 UTMライセンス,内,CIT,インフラ／モノ／継続,6a 情報機器･その他ｿﾌﾄ販売,801,ﾊｰﾄﾞｳｪｱ販売･保守,ISID,モノ,6650,0,6307,0,0,343,0.052,6650,0,6307,0,0,343,0.052,6650,0,6307,0,0,343,0.052,6650,0,6307,0,0,343,0.052,6650,0,6307,0,0,343,0.052,6650,0,6307,0,0,343,0.052,6650,0,6307,0,0,343,0.052,6650,0,6307,0,0,343,0.052,6650,0,6307,0,0,343,0.052,6650,0,6307,0,0,343,0.052,6650,0,6307,0,0,343,0.052,6650,0,6307,0,0,343,0.052
A0,根来,二宮,営業,TC,SOL,外部LANセキュリティ対応 HW・SW保守4年（次年度）,内,CIT,インフラ／モノ／継続,6b 情報機器･その他ｿﾌﾄ保守,801,ﾊｰﾄﾞｳｪｱ販売･保守,ISID,モノ,4021,0,3778,0,0,243,0.06,4021,0,3778,0,0,243,0.06,4021,0,3778,0,0,243,0.06,4021,0,3778,0,0,243,0.06,4021,0,3778,0,0,243,0.06,4021,0,3778,0,0,243,0.06,4021,0,3778,0,0,243,0.06,4021,0,3778,0,0,243,0.06,4021,0,3778,0,0,243,0.06,4021,0,3778,0,0,243,0.06,4021,0,3778,0,0,243,0.06,4021,0,3778,0,0,243,0.06
A0,根来,二宮,営業,TC,SOL,東リ様向けSTRAVIS用サーバ HW保守(HP 5年),内,BS,インフラ／モノ／継続,6b 情報機器･その他ｿﾌﾄ保守,999,指定なし,ISID,モノ,4537,0,4280,0,0,257,0.057,4537,0,4280,0,0,257,0.057,4537,0,4280,0,0,257,0.057,4537,0,4280,0,0,257,0.057,4537,0,4280,0,0,257,0.057,4537,0,4280,0,0,257,0.057,4537,0,4280,0,0,257,0.057,4537,0,4280,0,0,257,0.057,4537,0,4280,0,0,257,0.057,4537,0,4280,0,0,257,0.057,4537,0,4280,0,0,257,0.057,4537,0,4280,0,0,257,0.057
A0,根来,二宮,営業,TC,SOL,東リ様向けSTRAVIS用サーバ HW保守(Buffalo NAS 5年),内,BS,インフラ／モノ／継続,6b 情報機器･その他ｿﾌﾄ保守,999,指定なし,ISID,モノ,3105,0,2983,0,0,122,0.039,3105,0,2983,0,0,122,0.039,3105,0,2983,0,0,122,0.039,3105,0,2983,0,0,122,0.039,3105,0,2983,0,0,122,0.039,3105,0,2983,0,0,122,0.039,3105,0,2983,0,0,122,0.039,3105,0,2983,0,0,122,0.039,3105,0,2983,0,0,122,0.039,3105,0,2983,0,0,122,0.039,3105,0,2983,0,0,122,0.039,3105,0,2983,0,0,122,0.039
A0,根来,二宮,営業,TC,SOL,東リ様向けSTRAVIS用サーバ SW保守(ArcServe 5年),内,BS,インフラ／モノ／継続,6b 情報機器･その他ｿﾌﾄ保守,999,指定なし,ISID,モノ,1141,0,1077,0,0,64,0.056,1141,0,1077,0,0,64,0.056,1141,0,1077,0,0,64,0.056,1141,0,1077,0,0,64,0.056,1141,0,1077,0,0,64,0.056,1141,0,1077,0,0,64,0.056,1141,0,1077,0,0,64,0.056,1141,0,1077,0,0,64,0.056,1141,0,1077,0,0,64,0.056,1141,0,1077,0,0,64,0.056,1141,0,1077,0,0,64,0.056,1141,0,1077,0,0,64,0.056
A0,根来,二宮,営業,TC,SOL,東リ様向けSTRAVIS用サーバ SW保守(Symantec 5年),内,BS,インフラ／モノ／継続,6b 情報機器･その他ｿﾌﾄ保守,999,指定なし,ISID,モノ,335,0,316,0,0,19,0.057,335,0,316,0,0,19,0.057,335,0,316,0,0,19,0.057,335,0,316,0,0,19,0.057,335,0,316,0,0,19,0.057,335,0,316,0,0,19,0.057,335,0,316,0,0,19,0.057,335,0,316,0,0,19,0.057,335,0,316,0,0,19,0.057,335,0,316,0,0,19,0.057,335,0,316,0,0,19,0.057,335,0,316,0,0,19,0.057
A0,根来,二宮,営業,TC,SOL,長崎総合科学大学様向け Citrixライセンス更新費用,内,製造,インフラ／モノ／継続,6b 情報機器･その他ｿﾌﾄ保守,999,指定なし,ISID,モノ,3410,0,3062,0,0,348,0.102,3410,0,3062,0,0,348,0.102,3410,0,3062,0,0,348,0.102,3410,0,3062,0,0,348,0.102,3410,0,3062,0,0,348,0.102,3410,0,3062,0,0,348,0.102,3410,0,3062,0,0,348,0.102,3410,0,3062,0,0,348,0.102,3250,0,2919,0,0,331,0.102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0,根来,二宮,営業,TC,SOL,マツダ VDI用サーバ保守費用　★集約リスト参照,内,製造,インフラ／モノ／継続,6b 情報機器･その他ソフト保守,204,VDI,ISID,モノ,73692,0,70000,0,0,3692,0.05,73692,,70000,,,3692,0.05,73692,0,70000,0,0,3692,0.05,73688,0,70000,0,0,3688,0.05,73692,0,70000,0,0,3692,0.05,73692,,70000,,,3692,0.05,73692,,70000,,,3692,0.05,73692,,70000,,,3692,0.05,73692,,70000,,,3692,0.05,73692,,70000,,,3692,0.05,73692,,70000,,,3692,0.05,73692,,70000,,,3692,0.05
A0,根来,二宮,営業,TC,SOL,ダイフク Teamcenter用Oracleライセンス保守更新【ダイフク様向け 各種ハードウェア保守更新】,内,製造,インフラ／モノ／継続,6b 情報機器･その他ソフト保守,999,指定なし,ISID,モノ,,,,,,0,0,0,0,0,0,0,0,0,22117,0,19765,0,0,2352,0.106,21354,0,19083,0,0,2271,0.106,21354,0,19083,0,0,2271,0.106,6917,,5791,,,1126,0.163,6917,,5791,,,1126,0.163,6917,,5791,,,1126,0.163,6917,,5791,,,1126,0.163,6917,,5791,,,1126,0.163,6917,,5791,,,1126,0.163,6917,,5791,,,1126,0.163
A0,原田,二宮,営業,TC,SOL,カネボウ労働組合 V-Client増設,外,CIT,インフラ／モノ／新規,6b 情報機器･その他ソフト保守,999,指定なし,カネボウ労働組合,モノ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,,3250,,,750,0.188,4000,0,3250,0,0,750,0.188,4000,0,3250,0,0,750,0.188,4000,,3250,,,750,0.188,4000,,3250,,,750,0.188,4000,,3250,,,750,0.188,4000,,3250,,,750,0.188,4000,,3250,,,750,0.188,4000,,3250,,,750,0.188,4000,,3250,,,750,0.188
A0,八木,二宮,営業,TC,SOL,和多田印刷様　SS-NX用Oracleサポート更新,外,CIT,インフラ／モノ／継続,6b 情報機器･その他ソフト保守,999,指定なし,和多田印刷,モノ,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,12167,0,10445,0,0,1722,0.142,12166,,10445,,,1721,0.141,12166,,10445,,,1721,0.141,12166,,10445,,,1721,0.141,12166,,10445,,,1721,0.141,12166,,10445,,,1721,0.141,12166,,10445,,,1721,0.141,12166,,10445,,,1721,0.141
A1,八木,藤川,営業,EIS,SOL,三甲テキスタイル_設計支援システム用ライセンス販売,外,CIT,SI・BI／ヒト／新規,6a 情報機器･その他ソフト販売,999,指定なし,三甲テキスタイル,モノ,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,51300,,46001,,,5299,0.103,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0
D,八木,二宮,営業,TC,SOL,アイシン_計算サーバー（モノ）,内,製造,インフラ／モノ／新規,6a 情報機器･その他ソフト販売,999,指定なし,ISID,モノ,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,10000000,,9000000,,,1000000,0.1
D,原田,,営業,TC,SOL,カネボウ労働組合_サイボウズ,外,CIT,インフラ／ヒト／新規,4a ソフト商品販売,999,その他クラウド利用料,カネボウ労働組合,モノ,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,23520,,21756,,,1764,0.075,23520,,21756,,,1764,0.075,23520,,21756,,,1764,0.075,23520,,21756,,,1764,0.075,23520,,21756,,,1764,0.075,23520,,21756,,,1764,0.075
D,原田,永井,営業,TC,SOL,クボタ_SPDM案件_要件定義,内,製造,インフラ／ヒト／新規,2a 個別案件型ｼｽﾃﾑ開発,201,インフラサービス,ISID,ヒト,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,0,0,0,0,0,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,1300000,,,800000,,500000,0.385
A0,豆塚,豆塚,技術,PS,ES,三菱パワー高砂様向けTeamcenterアドオン開発支援,内,製造,製造／ヒト／継続,5a 個別運用保守サービス,310,CAD/CAM/TC,ISID,ヒト,2650000,2170000,0,0,0,480000,0.181,2650000,2170000,0,1750,0,478250,0.18,2650000,2170000,0,1750,0,478250,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0,豆塚,豆塚,技術,PS,ES,パナソニックLS社様向けTeamcenterアドオン開発支援,内,製造,製造／ヒト／継続,5a 個別運用保守サービス,310,CAD/CAM/TC,ISID,ヒト,1470000,1200000,0,0,0,270000,0.184,1470000,1200000,0,0,0,270000,0.184,1470000,1200000,0,0,0,270000,0.184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0,豆塚,豆塚,技術,PS,ES,IHI社様向け_結合テスト支援業務1,内,製造,製造／ヒト／継続,5a 個別運用保守サービス,310,CAD/CAM/TC,ISID,ヒト,500000,349999,0,0,0,150001,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0,豆塚,豆塚,技術,PS,ES,IHI社様向け_結合テスト支援業務2 ★集約リスト参照,内,製造,製造／ヒト／継続,5a 個別運用保守サービス,310,CAD/CAM/TC,ISID,ヒト,600000,510000,0,0,0,90000,0.15,525000,437297,0,0,0,87703,0.167,975000,782703,0,0,0,192297,0.197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0,豆塚,豆塚,技術,PS,ES,京セラドキュメントソリューションズ株式会社様向け_開発保守,内,製造,製造／ヒト／継続,5a 個別運用保守サービス,310,CAD/CAM/TC,ISID,ヒト,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200000,1000004,0,14329,0,185667,0.155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200000,880000,0,0,0,320000,0.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0,臼井,臼井,技術,PS,ES,パナソニックAP社様向け_CAD_CAE_PLMサポート業務（清水）1～3月,内,製造,製造／ヒト／継続,5a 個別運用保守サービス,310,CAD/CAM/TC,ISID,ヒト,780000,630000,0,0,0,150000,0.192,780000,630000,0,0,0,150000,0.192,780000,630000,0,0,0,150000,0.192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
